created_at,full_text,text_weight,text_weight_label,class_sentiment
Tue Mar 12 10:15:59 +0000 2024,sih gerak jalan rame viral,2,1,positif
Mon Mar 18 12:14:32 +0000 2024,kpu mangkir sidang kip real count server milu,0,0,netral
Mon Mar 18 16:47:10 +0000 2024,anies menang pilpres sumbar coba test pilkada sumbar menang real count pilpres sumbar anies menang daerah prabowo,16,1,positif
Mon Mar 18 08:39:26 +0000 2024,kpu mangkir sidang kip real count server milu,0,0,netral
Thu Mar 21 10:36:31 +0000 2024,hasil tps akurat sampel tps sampel pilih selisih quick count lsi denny ja real count pilpres kpu ri lengkap,1,1,positif
Wed Mar 20 16:47:08 +0000 2024,sah kpu rilis real count pilpres selamat prabowo subianto presiden pilih periode moga amanah program kerja tampil bodoh pampang nyata pr komunikasi publik,26,1,positif
Sun Mar 24 15:01:55 +0000 2024,kpu putus ghaib akal bulus tutup data real count data mentah csv,-8,-1,negatif
Sun Mar 31 17:19:02 +0000 2024,hasil real count kpu pilpres jawa barat anies baswedan unggul wilayah,5,1,positif
Wed Mar 20 06:47:24 +0000 2024,kpu menang milu maret provinsi provinsi menang paslon prabowogibran breaking news kpu hasil real count milu putar,13,1,positif
Wed Apr 03 12:03:16 +0000 2024,sengketa kait data real count milu bentuk mentah rincian infrastruktur it kpu kontrak kpu alibaba cloud data daftar pilih dpt level kelurahandesa,0,0,netral
Wed Apr 24 08:09:29 +0000 2024,barusan update data lagulagu karya publisher nyata lagu april emang real count lho quick count manipulasi wkwkwk tunggu orang cibir pandemi challenge bikin karya,7,1,positif
Mon Mar 18 10:37:58 +0000 2024,komisioner id pecat ri,-5,-1,negatif
Wed Feb 14 06:41:00 +0000 2024,lapor warga surat suara coblos fakta amp bukti curang quick count ambisi menang curang,-4,-1,negatif
Wed Feb 14 08:14:07 +0000 2024,dear pilih aceh anggap kau berani,0,0,netral
Wed Feb 14 13:00:08 +0000 2024,serbaserbi selamat prabowogibran,8,1,positif
Wed Feb 14 06:00:23 +0000 2024,serba serbi milu recap jenis drama kalang tweet update besok a thread,-4,-1,negatif
Wed Feb 14 20:22:27 +0000 2024,,0,0,netral
Wed Feb 14 11:02:31 +0000 2024,anies baswedan tanggap hasil quick count pilpres,6,1,positif
Wed Feb 14 05:19:39 +0000 2024,bapa gue ngakak banget tps disurakin pilih gemoy ya garagara pakai kaos biru also bapa iyahhh bwoong,3,1,positif
Wed Feb 14 22:47:36 +0000 2024,jam mari tidur,7,1,positif
Wed Feb 14 22:08:08 +0000 2024,nyoblos grepe grepe ya,4,1,positif
Wed Feb 14 06:18:47 +0000 2024,lihat hasil quick count via website unggul provinsi papua papua daerah indonesia erat isu ham unik tarik,7,1,positif
Wed Feb 14 21:53:15 +0000 2024,malem habis kerja iseng buka web kpu coba lihat hasil suara tps kampung medan eh nemu hasil input beda form c lolos approvernya kah amin pragib gama sesuai form c,15,1,positif
Wed Feb 14 22:50:48 +0000 2024,bgsd quickcount panik loh astaga sgini doang warga x kmana kmaren yg koar koar pgn ubah quickcount panik,-4,-1,negatif
Wed Feb 14 21:02:00 +0000 2024,keren harap emangyess pbwogbran bangun infrastruktur dorong makmur masyarakat jgnlupa fotohasilnya,7,1,positif
Wed Feb 14 21:04:00 +0000 2024,top emangyess pbwogbran ruang orang muda prestasi makmur rakyat jgnlupa fotohasilnya,4,1,positif
Wed Feb 14 06:24:50 +0000 2024,jaksel tegal temu surat suara coblos madura parah desa undang sebar surat suara coblos rumah ketua kpps bakar,3,1,positif
Wed Feb 14 09:37:48 +0000 2024,terima kasih hak pilih pilih pdi juang dukung pdi juang juang suara rakyat,15,1,positif
Wed Feb 14 23:36:34 +0000 2024,,0,0,netral
Wed Feb 14 23:24:13 +0000 2024,pagi gass tps cisaranten kulon arcamanik prabowo sirekap kpu salah input,-3,-1,negatif
Wed Feb 14 21:26:19 +0000 2024,serba serbi,0,0,netral
Wed Feb 14 21:43:52 +0000 2024,buset jam gin selesai sehatsehat kpps saksi,3,1,positif
Wed Feb 14 23:29:36 +0000 2024,tps cibuntu bandung kulon kota bandung prabowo nambah sirekap kpu salah input,-7,-1,negatif
Wed Feb 14 23:34:12 +0000 2024,tps gumuruh batununggal kota bandung prabowo nambah sirekap kpu salah input,-6,-1,negatif
Wed Feb 14 23:14:16 +0000 2024,kontribusi data suara org,-1,-1,negatif
Wed Feb 14 23:20:16 +0000 2024,pamit undur jam terimakasih ucapakan bos markifer nanang akhmad,10,1,positif
Wed Feb 14 23:35:33 +0000 2024,tps kebon gedang batununggal anies prabowo ganjar sirekap kpu salah input,-3,-1,negatif
Wed Feb 14 23:46:18 +0000 2024,tps pakemitan cinambo kota bandung prabowo nambah sirekap kpu salah input,-6,-1,negatif
Wed Feb 14 23:44:27 +0000 2024,tps babakan penghulu cinambo kota bandung prabowo nambah anies korting sirekap kpu salah input,-6,-1,negatif
Wed Feb 14 07:47:49 +0000 2024,menteri jokowi kompak pakai hitam nyoblos tps,-4,-1,negatif
Wed Feb 14 23:37:32 +0000 2024,tps suka asih bojongloa kaler kota bandung prabowo nambah sirekap kpu salah input,0,0,netral
Wed Feb 14 21:39:59 +0000 2024,coklat valentine minat kenyang makan janji manis calon dpd dpr calon presiden,16,1,positif
Wed Feb 14 23:59:44 +0000 2024,tps cihampelas bandung barat prabowo nambah sirekap kpu salah input,-5,-1,negatif
Wed Feb 14 23:53:13 +0000 2024,tps sindang jaya mandalajati kota bandung prabowo nambah sirekap kpu salah input,-2,-1,negatif
Wed Feb 14 23:31:40 +0000 2024,tps cigondewah kaler kota bandung prabowo nambah sirekap kpu salah input,-6,-1,negatif
Wed Feb 14 23:56:49 +0000 2024,tps batujajar barat batujajar bandung barat prabowo nambah sirekap kpu salah input,-5,-1,negatif
Wed Feb 14 23:51:12 +0000 2024,tps kebon kangkung kiaracondong kota bandung prabowo sirekap kpu salah input,-6,-1,negatif
Wed Feb 14 23:19:31 +0000 2024,promo,3,1,positif
Wed Feb 14 23:40:24 +0000 2024,tps kejat buahbatu kota bandung prabowo nambah sirekap kpu salah input,-6,-1,negatif
Wed Feb 14 23:49:11 +0000 2024,tps babakan surabaya kiaracondong kota bandung anies nambah prabowo sirekap kpu salah input,-6,-1,negatif
Wed Feb 14 23:04:06 +0000 2024,kerja jam mensukseskan demokrasi eh rusak demokrasi,5,1,positif
Wed Feb 14 22:02:45 +0000 2024,mantau twitter berita surat suara coblos duluan paslon ya eror sirekap kpu markup suara paslon gilaan wkwkw nemu markup paslon gamau asumsi nyata ya wkwkw,1,1,positif
Wed Feb 14 23:35:32 +0000 2024,buzzerp main hestek,2,1,positif
Wed Feb 14 20:59:52 +0000 2024,tunggu c salin kayak tunggu jodoh,5,1,positif
Wed Feb 14 20:25:07 +0000 2024,kpps selesai hitung jam setor camat jam tidur nanggung,6,1,positif
Wed Feb 14 23:29:35 +0000 2024,bangun tidur kayak orang habis putus nggak sakit hampa level energi angka,0,0,netral
Wed Feb 14 22:19:46 +0000 2024,mari tunggu hasil berwewenang jaga damai laksana milu polri poldapb,10,1,positif
Wed Feb 14 22:08:43 +0000 2024,heran milu kali menang paslon prabowogibran pangku kuasa ri heran milu menang paslon amin kalah orang nomor indonesia back to natural democracy,19,1,positif
Wed Feb 14 22:34:48 +0000 2024,banteng jokowi menang milu periode,1,1,positif
Wed Feb 14 23:09:08 +0000 2024,prabowo kampanye selesai,5,1,positif
Wed Feb 14 23:11:13 +0000 2024,quincy promes vonis penjara selundup kokain,-4,-1,negatif
Wed Feb 14 20:32:39 +0000 2024,status warga sipil eks jenderal polisi perdana salur hak pilih,-5,-1,negatif
Wed Feb 14 22:58:45 +0000 2024,jokowi effect signifikan suara golkar amp demokrat,2,1,positif
Wed Feb 14 23:46:01 +0000 2024,kena prank jokowi udah capekcapek dukung jokowi ujungujungnya prabowo rip demokrasi real count,-2,-1,negatif
Wed Feb 14 21:20:42 +0000 2024,dah teori demokrasi batas teori kalah teori makan gratis hilir cerita cucu demokrasi era modern modern globalisasi reformasi coba,9,1,positif
Wed Feb 14 23:25:21 +0000 2024,kalo dipikir katakata pintar intelek by data katakata konotasi negatif ya panggil profesor buah insult ya salah subjektif bukti jari,-8,-1,negatif
Wed Feb 14 10:34:12 +0000 2024,tangis dukung pecah iring anies tinggal posko menang,4,1,positif
Wed Feb 14 08:12:10 +0000 2024,prabowogibran menang rutan koruptor milu,4,1,positif
Wed Feb 14 20:36:14 +0000 2024,gw heran yg ngetweet curang dll paham sistem hitung milu sih yg debatin dri loh,-4,-1,negatif
Wed Feb 14 23:02:42 +0000 2024,milu manual gin jaman canggih era digital,-2,-1,negatif
Wed Feb 14 21:03:07 +0000 2024,bangun garagara ganti presiden,6,1,positif
Wed Feb 14 23:39:37 +0000 2024,rutin kemoterapi sayang tumor nya negara gagal hancur ekonomi politik sebar luas rakyat konsentrasi kelompok kuasa daron acemoglu,-5,-1,negatif
Wed Feb 14 21:27:02 +0000 2024,semangat omaygat,4,1,positif
Wed Feb 14 22:29:26 +0000 2024,,0,0,netral
Wed Feb 14 23:10:40 +0000 2024,data c masuk ayo guys upload c tps daerah,-1,-1,negatif
Wed Feb 14 22:50:27 +0000 2024,push day done stock buah isi ulang nyoblos milu buruh yuk kerja yuk,14,1,positif
Wed Feb 14 23:46:41 +0000 2024,terima kasih tugas kpps tugas jalan milu tidur jam hebat,5,1,positif
Wed Feb 14 22:39:18 +0000 2024,pdip kayak digdaya partai capresnya nomor buncit nasdem pks pkb kayak moncer capresnya partai jual foto bareng presiden jabat kayak lolos parliamentary treshold ya,-1,-1,negatif
Wed Feb 14 23:13:36 +0000 2024,tps mengwi badung bal prabowo nambah sirekap kpu salah input,-8,-1,negatif
Wed Feb 14 23:28:55 +0000 2024,promo,3,1,positif
Wed Feb 14 22:02:40 +0000 2024,terima kasih hak pilih pilih pdi juang dukung pdi juang juang suara rakyat,15,1,positif
Wed Feb 14 23:21:45 +0000 2024,tunggu pose pegang bola jersey bola,2,1,positif
Wed Feb 14 23:07:23 +0000 2024,pilih tps ratarata orang kandidat raih suara mesti keliru ya,4,1,positif
Wed Feb 14 23:17:11 +0000 2024,,0,0,netral
Wed Feb 14 21:19:01 +0000 2024,kawal suara,3,1,positif
Wed Feb 14 22:43:18 +0000 2024,dukung diam amp olah olah dukung milu dukung milu,13,1,positif
Wed Feb 14 23:52:10 +0000 2024,sedih menang sedih psi masuk senayan,-9,-1,negatif
Wed Feb 14 22:55:19 +0000 2024,gue bilang menang,4,1,positif
Wed Feb 14 23:41:19 +0000 2024,putus rasmi pilih raya subianto caloncalon suruhanjaya pilih raya prabowo undi lepas kirakira enam ratus undi,-3,-1,negatif
Wed Feb 14 02:01:20 +0000 2024,nyoblos parfum yg ajaaaaa bener dooong cek instagram story scentplusofficial template story ramai pakai template nya foto coblos tag instagram,5,1,positif
Wed Feb 14 23:10:56 +0000 2024,day my st time jakarta congratulation tweet id,0,0,netral
Wed Feb 14 23:37:19 +0000 2024,berkat jokowi prabowo image pimpin tulus mata coblos alas orang dukung tulus orang bilang tulus hasil rebranding singkat,13,1,positif
Wed Feb 14 22:23:40 +0000 2024,milu kali rusuh banget dukung paslon serang tl garagara beda antem bhkan cerai wtf negara berketuhanan kalo deh pilih ya entar hasil serah tuhan,2,1,positif
Wed Feb 14 22:29:43 +0000 2024,yg bilang hasil milu transparan gue bekep ye mulut lo gue ptps kpps benr rill ngitungin surat suara sah sah surat suara rusak pisahin benarbenar saksi saksi partai benarbenar hasil rill mata lihat,18,1,positif
Wed Feb 14 22:11:51 +0000 2024,error,-5,-1,negatif
Wed Feb 14 22:48:14 +0000 2024,sesuai ramal r soekarno oeharto j habibie bdurahman wahid oekarno putri ambang yudhoyono okowi dodo owo subianto anjar pranowo ibran rakabuming raka us murti yudhoyono,1,1,positif
Wed Feb 14 23:39:37 +0000 2024,yg tarik hasil quick count suara pdip sumber suara nomor presentase suara banding partai suara arti suara pdip solid lucu,22,1,positif
Wed Feb 14 20:26:33 +0000 2024,timelineku isi akun alter orangorang berani speakup base fess pakai akun pribadi biar seru,8,1,positif
Wed Feb 14 23:45:09 +0000 2024,sehatsehat pahlawan,0,0,netral
Wed Feb 14 22:26:29 +0000 2024,sejati awas milu bawaslu netizen,7,1,positif
Wed Feb 14 23:44:46 +0000 2024,bangun demokrasi,0,0,netral
Wed Feb 14 23:19:43 +0000 2024,milu menang prospek,7,1,positif
Wed Feb 14 23:10:31 +0000 2024,prabowogibran unggul gugus pulau,-4,-1,negatif
Wed Feb 14 23:10:24 +0000 2024,milu mari fokus kerja,9,1,positif
Wed Feb 14 23:35:05 +0000 2024,prabowo rangkul unsur,-3,-1,negatif
Wed Feb 14 23:10:17 +0000 2024,kawal hitung suara aniesmuhaimin bawa gerak ubah,5,1,positif
Wed Feb 14 23:43:21 +0000 2024,jadwal hasil milu sumpahjanji presiden wakil presiden,9,1,positif
Wed Feb 14 22:28:46 +0000 2024,penasaran bursa saham efek sentimen negatif positif hehehe,1,1,positif
Wed Feb 14 23:10:28 +0000 2024,odgj solo coblos milu,2,1,positif
Wed Feb 14 22:38:18 +0000 2024,unsur nista hadap agama islam tragedi bismillah laku curang,-10,-1,negatif
Wed Feb 14 22:42:32 +0000 2024,coba ulang video si tukang coblos arah paku psalon colek ri id,1,1,positif
Wed Feb 14 22:01:22 +0000 2024,pdip oposisi hasto kristiyanto tunggu hitung resmi kpu,1,1,positif
Wed Feb 14 21:58:40 +0000 2024,bentuk timsus investigasi pdip prediksi serang paslon,3,1,positif
Wed Feb 14 23:02:25 +0000 2024,perangkat desa tewas sengat alir listrik tps jember,1,1,positif
Wed Feb 14 21:59:44 +0000 2024,antre nyoblos tps sepeda motor gadis cantik gasak maling,-3,-1,negatif
Wed Feb 14 23:35:19 +0000 2024,masyarakat indonesia phnom penh laku coblos suara milu kbri sabtu februari,2,1,positif
Wed Feb 14 21:00:12 +0000 2024,tps nya kayak lomba bersih kelas hias pakai dresscode gerah a janji beli batik kainya gbgera gerah,-11,-1,negatif
Wed Feb 14 23:42:37 +0000 2024,lihat dukung tweet tweet impact over euforia,7,1,positif
Wed Feb 14 21:40:35 +0000 2024,prabowo subianto tuduh langgar ham pecat angkat darat pilih presiden figur kuasa orba debat simak profil,12,1,positif
Wed Feb 14 23:36:17 +0000 2024,selamat ya pilpres kpu repotrepot bikin sesi debat capres ya hemat anggar ajak mikir,26,1,positif
Wed Feb 14 23:08:16 +0000 2024,hasil real count kpu milu,5,1,positif
Wed Feb 14 19:41:18 +0000 2024,selesai pesta demokrasi warga nkri tunggu pesta demokrasi wota nkri alias om jot info ssk kapaaaaan,8,1,positif
Wed Feb 14 20:33:50 +0000 2024,ih biar seru putar juang org,9,1,positif
Tue Feb 13 17:52:58 +0000 2024,kpu kab manokwari sabtu laksana lepas distribusi logistik milu kantor kpu provinsi papua barat distribusi logistik distrik prafi masni sidey,4,1,positif
Tue Feb 13 18:42:16 +0000 2024,h skd babat tobk go catat tiu fa review latsol kbm ngantuk samsek tidur siangg minum kopi dengar lagu jedag jeduq rest well selamat pilih kpu,5,1,positif
Tue Feb 13 15:57:43 +0000 2024,kpu sangihe laku distribusi logistik milu camat tahuna timur selasa,3,1,positif
Tue Feb 13 13:44:49 +0000 2024,rangka logistik milu kpu kabupaten sumba timur laksana distribusi logistik milu kabupaten sumba timur,3,1,positif
Tue Feb 13 17:46:08 +0000 2024,kpu sangihe laksana musnah surat suara rusak surat suara milu selasa,2,1,positif
Tue Feb 13 15:44:49 +0000 2024,musnah surat suara milu buleleng singaraja komisi pilih kpu kabupaten buleleng laksana musnah surat suara milu gudang logistik kpu buleleng jl dewata iii paron singaraja,-5,-1,negatif
Tue Feb 13 16:54:54 +0000 2024,penandatanganan janji kerjasama kpu sangihe pt bank rakyat indonesia sedia jasa layan bank laksana tahap pilkada selasa,11,1,positif
Tue Feb 13 15:07:49 +0000 2024,selasa kpu kabupaten enrekang laksana forum jurnalis sosialisasi didik pilih rangka tingkat partisipasi pilih milu penyebarluasan informasi berita putar milu serentak,6,1,positif
Tue Feb 13 11:12:21 +0000 2024,artikel kpu milu tanggal februari karrna sesuai simulasi muat laman resmi id turun gue akses baca statemen ketua kpu hasyim asyari,3,1,positif
Tue Feb 13 16:43:10 +0000 2024,kpu provinsi dki jakarta buka call center layan milu sedki jakarta putar milu hubung nomor ya,10,1,positif
Tue Feb 13 12:00:21 +0000 2024,mosok garagara exit poll ganjar mahfud menang kpu panik moga nular indonesia februari tuju rt,9,1,positif
Tue Feb 13 19:34:51 +0000 2024,kpu kabupaten cianjur terima kunjung kerja anggota komisi i dprd provinsi jawa barat rangka pantau laksana milu kabupaten cianjur kantor kpu kabupaten cianjur selasa,9,1,positif
Tue Feb 13 19:14:23 +0000 2024,februari ayo tps hak pilih pungut suara milu serentak golput,7,1,positif
Tue Feb 13 20:22:39 +0000 2024,area gudang logistik kpu kabupaten cianjur laksana musnah surat suara rusak milu selasa ketua divisi hukum awas kpu kabupaten cianjur misbahudin,7,1,positif
Tue Feb 13 13:51:26 +0000 2024,halo selasa kpu kabupaten rangin terima kunjung wakapolda jambi brigjen pol edi mardianto sik kesiap selenggara milu personil polisi aman lengkap milu beliau,8,1,positif
Tue Feb 13 15:07:03 +0000 2024,selasa kpu kabupaten enrekang laku musnah surat suara pilih gudang logistik kpu kabupaten enrekang,-5,-1,negatif
Tue Feb 13 13:06:40 +0000 2024,ketua id ya orang dokumentasi chasil hitung suara besok kalo larang pkpu no pasal buku pandu kpps video pidato ketu,3,1,positif
Tue Feb 13 11:39:22 +0000 2024,kpu kota prabumulih laksana lepas distribusi logistik pilih serentak gudang logistik kpu kota prabumulih gudang logistik panitia pilih camat ppk,1,1,positif
Tue Feb 13 15:52:58 +0000 2024,kpu kabupaten seluma laksana distribusi logistik pilih camat kabupaten seluma tanggal sd februari,-3,-1,negatif
Tue Feb 13 13:50:00 +0000 2024,pesan ketua kpu hasyim asyari besok pilpres februari pulang hitung saksi kontrol proses pungut suara lupa hitung suara coret kertas suara pakai,15,1,positif
Tue Feb 13 19:00:33 +0000 2024,komisi pilih kpu jeneponto musnah surat suara sisa laku sortir epak milu,-6,-1,negatif
Tue Feb 13 13:45:11 +0000 2024,kpu kota prabumulih laksana giat musnah surat suara pilih gudang logistik kpu kota prabumulih,-7,-1,negatif
Tue Feb 13 15:56:26 +0000 2024,fix ye id rakyat dokumentasi giat proses hitung tps plin plan pagi tempe sore kedele mari kawal pemilupilpres,8,1,positif
Tue Feb 13 09:46:19 +0000 2024,video proses distribusi logistik milu lokasi tps sulit desa langgar jaya camat mani ilir tps damar kencana desa sosok taba camat muara kemumu milu sarana integrasi bangsa,19,1,positif
Tue Feb 13 14:17:31 +0000 2024,selasa tanggal februari kpu kabupaten kepahiang laku distribusi logistik milu tps kotak mobil engkel pick up,-3,-1,negatif
Tue Feb 13 23:35:04 +0000 2024,selasa malam februari ketua kpu kota metro nurris septa pratama tim memonitoring kesiap tpstps wilayah kota metro ri lampung,-7,-1,negatif
Tue Feb 13 16:58:15 +0000 2024,komisi pilih kpu kota bekas laksana lantik ganti antarwaktu paw anggota panitia pungut suara pps kel jatibening pilih senin,10,1,positif
Tue Feb 13 14:25:32 +0000 2024,kpu kabupaten gorontalo gelar giat musnah surat suara rusak milu tingkat kpu kabupaten gorontalo langsung halaman kantor kpu kabupaten gorontalo selasa,6,1,positif
Tue Feb 13 19:35:07 +0000 2024,kabupaten cianjur ketua kpu kabupaten cianjur logistik milu tps kabupaten cianjur kpu kabupaten,0,0,netral
Tue Feb 13 16:59:55 +0000 2024,ketua kpu kota bekas ali syaifa as buka giat bimbing teknis pungut hitung suara rekapitulasi hitung hasil suara hasil milu hotel horizon ultima bekas selasa,26,1,positif
Tue Feb 13 08:25:48 +0000 2024,kpu kabupaten magetan musnah ribu lembar surat suara milu serentak rusak bakar selasa gudang logistik milu kpu kabupaten magetan,4,1,positif
Tue Feb 13 14:33:31 +0000 2024,tuju milu serentak tanggal februari yuk simak pesan agus arifin ketua kpu provinsi sumatera utara milu serentak,14,1,positif
Tue Feb 13 23:55:43 +0000 2024,rabu februari pungut suara milu serentak ayo tps hak pilih,7,1,positif
Tue Feb 13 13:17:17 +0000 2024,barusan simak presscon id jelang pungut suara esok inti poin ketua id ya orang dokumentasi chasil hitung suara besok kalo larang pkpu no pasal buku pandu kpps video,14,1,positif
Tue Feb 13 14:56:19 +0000 2024,kpu kabupaten lawang laksana giat pemusanahan surat suara pilih halaman kantor kpu kabupaten lawang saksi bawaslu kabupaten lawang polres lawang,1,1,positif
Tue Feb 13 11:19:37 +0000 2024,komisi pilih kpu kabupaten tulang bawang musnah surat suara milu rusak musnah gelar halaman kantor kpu kabupaten tulang bawang selasa siang pimpin langsung ketua kpu kabupaten,5,1,positif
Tue Feb 13 17:06:10 +0000 2024,ayo pungut suara rabu februari hak pilih pilih daftar dpt dptb hak pilih sd,1,1,positif
Tue Feb 13 14:34:09 +0000 2024,februari gudang logistik kpu kebonagung kraksaan acara hadir wakapolres bawaslu kabupaten probolinggo danramil kraksaan aliwafa divisi sosialisasi didik pilih parmas sambut acara,6,1,positif
Tue Feb 13 08:28:00 +0000 2024,kpu mamuju distribusi logistik milu laut,3,1,positif
Tue Feb 13 15:20:04 +0000 2024,kpu kabupaten kubu raya selenggara giat doa milu jalan tertib lancar sesuai atur perundangundangan selasa,22,1,positif
Tue Feb 13 16:06:16 +0000 2024,kpu kabupaten sleman laksana musnah surat suara milu selasa halaman kantor kpu kabupaten sleman,-3,-1,negatif
Tue Feb 13 14:11:13 +0000 2024,kpu kabupaten luwu laksana giat musnah sisa surat suara suara rusak gudang logistik kpu kabupaten luwu selasa,-2,-1,negatif
Tue Feb 13 13:58:49 +0000 2024,ketua kpu sumsel laksana supervisi amp monitoring epak surat suara amp isi lengkap pungut suara kotak suara gudang logistik kpu kabupaten banyuasin,7,1,positif
Tue Feb 13 15:32:13 +0000 2024,kpu kabupaten karanganyar musnah lembar surat suara rusak surat suara milu musnah laku bakar halaman aula kpu selasa,-2,-1,negatif
Tue Feb 13 13:57:35 +0000 2024,selasa februari kpu kabupaten lampung laksana musnah surat suara rusak surat suara psu milu saksi bawaslu kabupaten lampung polres kabupaten lampung media,3,1,positif
Tue Feb 13 14:51:00 +0000 2024,kpu kabupaten bantaeng laksana musnah surat suara pilih selasa malam halaman kantor kpu kabupaten bantaeng giat hadir pj bupati bantaeng kapolres bantaeng dandim bantaeng,-4,-1,negatif
Tue Feb 13 15:32:57 +0000 2024,kpu kota jakarta utara musnah ratus lembar surat suara rusak milu musnah surat suara rusak akibat robek salah cetak tinta luber surat suara plt ketua kpu kota jakarta utara,-6,-1,negatif
Tue Feb 13 14:43:39 +0000 2024,kpu kabupaten malaka laksana musnah surat suara milu halaman gudang logistik kpu kabupaten malaka selasa,-3,-1,negatif
Tue Feb 13 14:52:43 +0000 2024,bupati kabupaten tanah datar logistik pilih luncur pelosok nagari senin gudang logistik kpu tanah datar sumatera barat,1,1,positif
Tue Feb 13 15:36:41 +0000 2024,hallo komisi pilih kota tarak laksana distribusi logistik milu selasa logistik milu distribusi langsung lurah tps kota tarak,6,1,positif
Tue Feb 13 15:23:16 +0000 2024,selasa upaya sambut raya laksana milu laksana besok rabu tanggal februari kpu kabupaten rembang gelar acara doa aula lt kantor kpu kabupaten rembang,6,1,positif
Tue Feb 13 23:36:26 +0000 2024,rabu februari ayo tps hak pilih suara bangsa indonesia ri lampung,4,1,positif
Tue Feb 13 10:46:11 +0000 2024,kpu kabupaten banyumas laksana rapat koordinasi selenggara layan kotak suara keliling aula kantor kpu kabupaten banyumas selasa,6,1,positif
Tue Feb 13 15:39:58 +0000 2024,selasa kpu kabupaten rembang telak laksana musnah surat suara milu halaman kantor kpu kabupaten rembang,-6,-1,negatif
Tue Feb 13 18:16:32 +0000 2024,ayo bukti cinta bangsa negara tps rabu februari informasi hubung chatbot milu nomor,7,1,positif
Tue Feb 13 14:59:07 +0000 2024,kpu sulut laksana monitoring distribusi logistik milu forkopimda sulut kabupaten minahasa selatan senin,3,1,positif
Tue Feb 13 15:20:28 +0000 2024,kpu kabupaten banyumas laksana doa sukses selenggara milu aula kantor kpu kabupaten banyumas selasa,10,1,positif
Tue Feb 13 14:56:22 +0000 2024,polres lawang binda kejaksanaan negeri kabupaten lawang selasa id,0,0,netral
Tue Feb 13 12:55:36 +0000 2024,daftar pilih cek lupa besok tps yuk februari hak pilih,-2,-1,negatif
Tue Feb 13 16:38:29 +0000 2024,kpu kabupaten maros laku musnah surat suara surat suara rusak milu halaman kantor kpu kabupaten maros selasa,2,1,positif
Tue Feb 13 12:04:34 +0000 2024,link live quick count hasil milu lembaga survei resmi kpu,5,1,positif
Tue Feb 13 15:33:15 +0000 2024,kpu pulau ribu laku musnah surat suara milu gudang logistik kpu pulau pramuka,-3,-1,negatif
Tue Feb 13 15:15:34 +0000 2024,tau lembaga survey daftar kpu milu serentak lengkap scan barcode ya,3,1,positif
Tue Feb 13 14:13:19 +0000 2024,kpu kabupaten purworejo laku musnah surat suara milu selasa,-3,-1,negatif
Tue Feb 13 23:08:08 +0000 2024,kapolda jawa timur forkopimda ketua kpu provinsi jawa timur tinjau kesiap logistik pilih laksana kota surabaya kabupaten sidoarjo kabupaten gresik selasa februari,-3,-1,negatif
Tue Feb 13 11:24:13 +0000 2024,yuk ide kreatif keren unggah video seru menggunakaan hak pilih tps rabu februari follow akun instagram ri upload video igstory mention akun instagram ri,11,1,positif
Tue Feb 13 22:46:57 +0000 2024,hai yuk unggah foto seru hak pilih unggah foto seru nyoblos tps hak pilih februari unggah instagram mention akun instagram,19,1,positif
Tue Feb 13 22:00:02 +0000 2024,pungut suara pilih tps hak pilih yaa mari wujud milu sarana integrasi bangsa id,7,1,positif
Tue Feb 13 14:34:09 +0000 2024,musnah surat suara laksana amanat putus kpu republik indonesia nomor pedoman teknis tata kelola logistik pilih kpu laksana musnah surat suara pilih selasa,-4,-1,negatif
Tue Feb 13 13:54:55 +0000 2024,surat suara milu rusak cacat danatau musnah kpu kota magelang gudang logistik milu kpu kota magelang selasa,-7,-1,negatif
Tue Feb 13 17:14:36 +0000 2024,jelang milu gelar rabu februari ketua kpu ri hasyim asyari pidato selasa proses pungut suara besok laku wib pilih laku coblos,6,1,positif
Tue Feb 13 16:56:45 +0000 2024,tps layan selasa komisi pilih selenggara laku evaluasi benah layan tps pungut suara,10,1,positif
Tue Feb 13 16:30:10 +0000 2024,yukkkk ide kreatif keren unggah video seru menggunakaan hak pilih tps rabu februari follow akun instagram ri upload video igstory mention akun instagram ri,7,1,positif
Tue Feb 13 06:15:00 +0000 2024,massa papua bakar ratus kotak suara kpu pergok hilang formulir c,-2,-1,negatif
Tue Feb 13 15:17:22 +0000 2024,unggah video seru menggunakaan hak pilih tps februari follow akun instagram ri upload video igstory mention akun instagram ri video tarik hadiah pu ri,9,1,positif
Tue Feb 13 14:34:05 +0000 2024,selasa komisi pilih kpu kota gorontalo laksana distribusi logistik pilih milu lurah sembilan camat kota gorontalo,0,0,netral
Tue Feb 13 14:33:40 +0000 2024,yuk saksi pentas seni milu tema songsong pungut hitung suara milu kanal youtube kpu provinsi riau selasa februari wib,7,1,positif
Tue Feb 13 23:50:00 +0000 2024,politikus malaysia timor leste kpu calon gibran rakabuming,0,0,netral
Tue Feb 13 17:15:35 +0000 2024,pesan kpu masyarakat jelang coblos milu,5,1,positif
Tue Feb 13 23:28:34 +0000 2024,lembaga tersertifikasi kpu quick count pilpres,-3,-1,negatif
Tue Feb 13 23:58:10 +0000 2024,lembaga tersertifikasi kpu quick count pilpres,-3,-1,negatif
Tue Feb 13 23:58:11 +0000 2024,kenal hitung resmi kpu link real count pilpres,8,1,positif
