created_at,username,full_text,indoBert Classification,indoBERT Classification score
Sun Jun 02 08:10:15 +0000 2024,detikcom,keluarga sigar djojohadikusumo gelar syukur pilih prabowo subianto presiden ri langowan minahasa sulawesi utara gtgt foto dok keluarga djojohadikusumo,netral,0.9963951706886292
Mon Apr 22 06:44:10 +0000 2024,Mdy_Asmara1701,breaking news mahkamah konstitusi tolak gugat kait hasil pilpres layang tim hakim milik dissenting opinion saldi isra enny nurbaningsih arief hidayat,netral,0.9942041039466858
Wed Apr 13 11:22:56 +0000 2022,didienAZHAR,berita ramai dunia silat pilpres,negatif,0.9523079991340637
Thu Apr 07 09:22:06 +0000 2022,KompasTV,survei smrc duet aniesahy peluang menang pilpres,netral,0.9914994835853577
Mon Oct 03 05:58:56 +0000 2022,tatakujiyati,partai resmi deklarasi anies baswedan capres pilpres dukung putus nasdem anies capres berterimakasih langkah surya paloh yuk like amp retweet,netral,0.9896104335784912
Sat Oct 08 08:37:34 +0000 2022,DavidWijaya82,kampanye hitam jokowi tuju mencedrai reputasi positif takut gerombol rakus haus kuasa pilpres angkat jempol kawan tanda iring jalan jaga nawa cita arah jokowi,positif,0.8937621116638184
Wed Mar 20 14:28:24 +0000 2024,idextratime,resmi kpu hasil pilpres anies muhaimin suara menang provinsi aceh sumbar prabowo gibran suara menang provinsi ganjar mahfud suara menang provinsi prabowo subianto gibran,netral,0.9957042336463928
Sat Feb 24 06:40:47 +0000 2024,Muhammad_Saewad,judul berita hikmah petik yusril hasil pilpres batal kecurangankumparan juni yusril hak angket dpr gugur hasil milu kompas februari,netral,0.9851123690605164
Sat May 25 09:56:14 +0000 2024,ArdieSuhardi321,megawati curang tsm pilpres nyata,negatif,0.9828802943229675
Sun Feb 18 04:03:01 +0000 2024,Muslim_AntiPKI9,pahlawan andil timbul kisruh proses demokrasi pemilupilpres tau curang biar pahlawan paslon dukung jokowi bangsat,positif,0.7157021760940552
Sun Jan 21 15:05:51 +0000 2024,kumparan,direktur eksekutif center for energy security studies ali ahmudi respons istilah greenflation cawapres gibran rakabuming cawapres mahfud md debat pilpres minggu januari ali gibran,netral,0.9949591159820557
Sun Mar 17 11:25:54 +0000 2024,kegblgnunfaedh,kpu ri hasil pilpres maret hitung rugi aju mohon sengketa pilpres mahkamah konstitusi paslon aniesmuhaimin paslon ganjarmahfud,netral,0.9935562014579773
Mon May 27 05:24:45 +0000 2024,ekky1995,gambar pilpres negeri,netral,0.9935463070869446
Wed Feb 14 08:10:24 +0000 2024,idextratime,breaking news hasil quick count pilpres lembaga,netral,0.9971812963485718
Wed Nov 15 12:50:06 +0000 2023,kegblgnunfaedh,kpu undi nomor urut pilpres kantor kpu jalan imam bonjol menteng jakarta pusat selasa hasil paslon anies baswedanmuhaimin iskandar alias cak imin nomor urut prabowo subiantogibran rakabuming raka nomor urut,netral,0.997671902179718
Wed Jun 15 13:22:48 +0000 2022,Dennysiregar7,gua suka foto ajar partai bahaya politik identitas pilpres mari lupa beda pilpres pesta demokrasi mesin hancur negeri,positif,0.6260243058204651
Tue Dec 12 15:05:31 +0000 2023,idextratime,argentina biru muda juara piala dunia man city biru muda juara ucl treble winner prabowo biru muda menang pilpres,netral,0.9232928156852722
Mon Feb 19 04:04:36 +0000 2024,Miduk17,jokowi sukses pelihara miskin karir anak jokowi andil menang prabowogibran anak pilpres andai jokowi prabowo anak macan hujan gigil jokowi libat,negatif,0.555367112159729
Tue Nov 14 01:48:14 +0000 2023,YanHarahap,temu pakta integritas ott kpk hadap pj bupati sorong pdip gp bantu bin menang pilpres sesuai pakta integritas temu kpk geledah pj kepala daerah lantik paksa,negatif,0.6920759677886963
Wed Feb 14 12:37:27 +0000 2024,idextratime,hasil quick count pileg lembaga pdip babak bur pilpres pileg syarat lolos dpr,netral,0.9890553951263428
Sun Jul 25 04:13:28 +0000 2021,Nadia25MP,dukung pilpres yuk mutualan jalin silaturahmi,positif,0.7575929760932922
Tue Mar 19 00:51:16 +0000 2024,MichelAdam7__,genting rakyat siaga jelang hasil pilpres maret jaga selamat rakyat nkri rakyat sikat jabat sadis brutal kumandang jihad total imam hrs,negatif,0.9160116910934448
Tue May 28 06:13:45 +0000 2024,KEBUMENinLOVE,tweet lejen jaman pilpres tweet,netral,0.9496772885322571
Mon Feb 19 04:33:06 +0000 2024,tempodotco,calon presiden nomor urut ganjar pranowo usul partai dukung dpr gulir hak angket ganjar duga curang pilih presiden pilpres mesti sikap,netral,0.993621289730072
Wed Feb 21 13:20:41 +0000 2024,msaid_didu,seru sikap tokoh pilpres curang struktur sistimatis massif tolak hasil pilpres sanksi hukum dab etik langgar dukung dpr laku hak angket tolak selesai curang pilpres mk,negatif,0.504065990447998
Mon Apr 22 08:22:27 +0000 2024,idextratime,breaking news mahkamah konstitusi resmi tolak mohon sengketa hasil pilpres aju aniesmuhaimin ganjarmahfud,netral,0.9967722296714783
Thu May 30 13:47:10 +0000 2024,tempodotco,kaca pilpres kakak kaesang gibran usia maju cawapres syarat calon presiden wakil presiden pasal huruf ku uu nomor milu,netral,0.9875730872154236
Sun May 19 04:35:09 +0000 2024,cagubnyinyir2,timbul wabah pandemi odgj efek lowbatt pilpres medsos rsj kewalahan rusak otak seniman gubesrp bujer veel budimab i ekalaya,netral,0.9883478283882141
Thu May 30 12:55:47 +0000 2024,Heraloebss,dukung anies baswedan pilpres dukung bijak tapera tapera bantu masyarakat milik rumah harga jangkau,netral,0.6940082311630249
Sun May 26 04:08:23 +0000 2024,psi_id,menang prabowogibran pilpres berkah alhamdulillah mas tum kaesang silaturahmi hadir tasyakur pimpin habib husein ba agil tuban jawa timur syukur doa tulus panjat orang,positif,0.9619698524475098
Sun May 26 03:19:23 +0000 2024,ike_hw71,berita lolos perhati netizen gegara ribut pilpres,negatif,0.8888640999794006
Fri May 24 09:31:13 +0000 2024,kompascom,anies baswedan kolegannya sudirman said samasama ambisi maju pilkada jakarta sudirman said jabat cocaptain timnas aniesmuhaimin pilpres terangterangan sindir anies jakarta batu lompat pilpres,netral,0.8602290749549866
Fri May 24 12:15:00 +0000 2024,detikcom,ketua pdip megawati soekarnoputri pidato politik buka acara rakernas v kontestasi pilpres megawati parpol koalisi,netral,0.9962822794914246
Wed Mar 20 14:59:21 +0000 2024,kegblgnunfaedh,calon presiden capres calon wakil presiden cawapres nomor urut prbaowo subianto gibran rakabuming raka menang pilih presiden pilpres hasil komisi pilih kpu rapat pleno rekapitulasi,netral,0.9969245791435242
Sun Mar 24 05:11:34 +0000 2024,ganjarpranowo,pilpres tim hukum ganjar mahfud kemarin daftar gugat mahkamah konstitusi lihat benteng demokrasi konstitusi bismillah,netral,0.4968207776546478
Sat Jun 01 03:26:14 +0000 2024,ariefrasyad,gue kecewa jokowi titik kekecewaabln gue gibran sah daftar calon wakil presiden pilpres kemarin nyambung ya aka mini thread,negatif,0.9976497292518616
Tue Apr 23 08:03:50 +0000 2024,cakimiNOW,hormat apresiasi mas anies baswedan jajar juang keras sukses pilpres saksi militansi kader pks amin jazakumullah ahsanal jaza pks pilpres,positif,0.9380043148994446
Sun May 26 12:06:34 +0000 2024,mas_veel,heheheheinget drama jaman surabaya presiden gak tangis tuh bbm eh kali serang kader menang pilpres kayak lho rakyat muak th reformasi,negatif,0.9915757775306702
Sat Feb 10 04:18:12 +0000 2024,skipberat,pilpres is such an irritating era gue gaya pose foto andal,positif,0.9039016962051392
Thu May 23 06:20:25 +0000 2024,Miduk17,golkar pdip pilpres pdip kadung khianat golkar bahan main sadar betapa rendah martabat partai politik mata jokowi pragmatisme,negatif,0.971103310585022
Wed Nov 15 12:45:12 +0000 2023,Resty_J_Cayah,ken usaha nungging garukgaruk aspal kali menang pilpres no dah,negatif,0.9927708506584167
Tue May 28 01:29:29 +0000 2024,lutfithe13th,dasar proker pilpres jokowi anies nothing be ashamed of pilih dasar adu program,negatif,0.9101431965827942
Fri Dec 01 11:25:26 +0000 2023,sofiesyarief,hahahah kpu ubah format debat pilpres debat khusus cawapres,netral,0.9815313816070557
Sat Jun 03 02:18:03 +0000 2023,dennyindrayana,cawecawe presiden jokowi netral bahaya adil pilpres,netral,0.5090835094451904
Mon May 27 01:21:22 +0000 2024,butdaddyilovher,nope obsesi perkara pilpres anies anggap mesiah teamnya berani buka forum diskusi masyarakat gerak positif anakanak muda program sesuai butuh betapa pintar like what a lost,positif,0.9817734360694885
Wed May 29 20:23:55 +0000 2024,Opiniku95098012,rusak nalar politik kuasa pilpres shg rusak negara tinggal tunggu,negatif,0.9862337112426758
Wed Nov 08 05:13:08 +0000 2023,Outstandjing,nyata perintah lsraei coba buka hubung diplomatik nkrl berita diamdiam jalin hubung jakarta hmmm kirakira paslon anggap lsraei janji pilpres yah,positif,0.9497678279876709
Sat Jun 01 16:47:36 +0000 2024,Rudiyanto_zh,jelang pilpres november suasana saing panas kandidat resmi partai republik donald trump vonis salah adil uang tutul mulut sarat nuansa politis efek pasar modal,netral,0.9372739791870117
Wed May 31 02:06:58 +0000 2023,Dandhy_Laksono,bahasa daerah nyata punah ancam lestari reply versi bahasa daerah malu rai gedek jawa timur,negatif,0.9879414439201355
Sat Jun 01 03:40:17 +0000 2024,curvabax,sengketa pilpres ricuh sengketa pilpres aman damai beda junjung beda arah,netral,0.7450934648513794
Tue Oct 24 13:17:21 +0000 2023,Gerindra,here we go psi resmi deklarasi dukung prabowogibran pilpres,netral,0.9972787499427795
Sat Feb 10 22:39:06 +0000 2024,KompasTV,surya paloh buka kerja megawati soekarnoputri putar pilpres,netral,0.9968595504760742
Thu Mar 28 23:02:07 +0000 2024,mohmahfudmd,maaf sidang tanggal kemarin salah australia negara batal hsl pilpres austria batal hasil pilpres juli austria negara maju negara bentuk,negatif,0.4688442349433899
Tue Nov 14 13:51:18 +0000 2023,idextratime,resmi nomor urut caprescawapres pilpres anies muhaimin prabowo gibran ganjar mahfud pilih,netral,0.9975885152816772
Wed Feb 14 11:21:52 +0000 2024,700juta,walikota presiden gua jokowi as one of the indonesian great politician pilpres main kotor obrakabrik konstitusi kerah sumber daya menang anak what a shame,negatif,0.9962104558944702
Fri Feb 16 12:30:15 +0000 2024,kompascom,aniesmuhaimin unggul suara suara persen,netral,0.9845089316368103
Wed Feb 14 16:07:36 +0000 2024,kompascom,anies kalah pilpres juang gerak ubah harap dukung juang,netral,0.8530902862548828
Wed May 29 13:50:04 +0000 2024,adri_7i,qurban pilpres,netral,0.5143396854400635
Mon Feb 12 06:24:12 +0000 2024,CNNIndonesia,film dirty vote persen curang pilpres,negatif,0.6460179686546326
Fri Jan 05 23:36:36 +0000 2024,kompascom,pdip nilai makan malam jokowi prabowo konfirmasi kepala negara netral kontestasi pilpres,netral,0.9917196035385132
Thu Nov 09 08:07:22 +0000 2023,AimanWitjaksono,sore dialog netralitas aparat pilpres fakta janggal kait pasang cctv koneksi kpu polres jawa timur,netral,0.8349313735961914
Wed Feb 14 04:40:54 +0000 2024,gm_gm,orba purapura pilih kuasa purapura bikin milu reformasi pemilupilpres antusias lampau sedih kalah milu langsung jujur adil buka pilpres,positif,0.9886153936386108
Wed Dec 13 18:57:38 +0000 2023,zainul_munas,mhn maaf komitmen anies prabowo pilpres komitmen prabowo trauma sikap jokowi susah gendong jakarta gubernur dki eeh jalan mundur lawan ulang makan,negatif,0.985486626625061
Wed Feb 14 16:31:41 +0000 2024,gm_gm,kaget hasil pilpres sedih gugah indonesia alam defisit moral lapis anggap normal hilang nilai bentuk bangsa,positif,0.6120275259017944
Sun May 26 03:33:11 +0000 2024,Lanun_1017,permendikbud ukt rancang student loan bahas universitas ukt mei takut keos pilpres otak kapitalis kerja mikir daya beli masyarakat turun rasional ngutang,negatif,0.9860246777534485
Wed Feb 07 10:31:27 +0000 2024,gm_gm,pilpres jilatri jilat ludah agum gumelar luhut panjaitan wiranto elite psi putar prabowo tentara pecat dosanys rakyat katak,negatif,0.9544219374656677
Thu Jan 11 03:17:41 +0000 2024,CNNIndonesia,jokowi sumpah alquran netral pilpres,netral,0.8896230459213257
Sun Oct 22 12:45:33 +0000 2023,CNNIndonesia,koalisi prabowo resmi usung gibran cawapres pilpres,netral,0.9969223141670227
Mon Apr 15 07:23:20 +0000 2024,dennyindrayana,prediksi putus kait pilpres terima orang indonesia australia dasar pasal,netral,0.9316674470901489
Sat Dec 02 04:20:05 +0000 2023,Resty_J_Cayah,sekian hitung lihat kompetensi paslon orangorang capres cawapres gue putus pilpres gue pilih amin pileg gue setia coblos caleg,netral,0.6806867718696594
Thu Mar 14 12:19:09 +0000 2024,CNNIndonesia,anggota komite ham pbb netralitas jokowi pilpres,netral,0.9958131909370422
Wed May 29 01:00:01 +0000 2024,detikcom,anies usul pks pilgub jakarta partai eks usung anies pilpres pandang kait peluang anies,netral,0.9943484663963318
Sat Nov 04 00:11:20 +0000 2023,ismailfahmi,israel diamdiam jabat ri pilpres berita september jumat wib kutip orang jabat israel nama lapor klaim indonesia waspada reaksi negatif masyarakat,netral,0.9848665595054626
Thu Mar 21 06:21:13 +0000 2024,CNNIndonesia,gugat hasil pilpres aniesimin milu ulang gibran,netral,0.9951678514480591
Sun May 26 04:12:59 +0000 2024,devy_casanofa,megawati rusak pilpres kader pdip jokowi hadehhhternyata mantan kader sayang,netral,0.8601241707801819
Tue Feb 06 23:05:10 +0000 2024,tvOneNews,alas ganjarmahfud gugat pencawapresan gibran ptun batal calon pilpres,netral,0.9963654279708862
Mon May 27 12:41:35 +0000 2024,Sangulosquaw,garagara bayar utang negara triliun wtf ngutang suruh bayar salah biar duit puter brengsek deh omonomon pascapilpres,negatif,0.9973016977310181
Sat Jan 13 11:05:03 +0000 2024,KompasTV,pks buka pdip gabung pilpres masuk putar,netral,0.996661901473999
Wed Feb 14 08:20:34 +0000 2024,savicali,prab sptnya menang pilpres jejak filipina,netral,0.5528331995010376
Thu May 30 09:54:05 +0000 2024,tempodotco,ubah syarat calon kepala daerah pakar milu olah replikasi pilpres,netral,0.9799991846084595
Thu Nov 02 04:43:13 +0000 2023,idextratime,pilpres tad,negatif,0.9755042791366577
Wed Jan 17 00:40:00 +0000 2024,democrazymedia,kejut militer gibran khianat prabowo menang pilpres alas,netral,0.9961792230606079
Sun May 26 04:00:12 +0000 2024,devy_casanofa,alas ganjarmahfud kalah megawati bikin tsm kampanye sesak belah sepi ketua blusukan nginap belah nangkring programdebat pilpres belah sumuhun dawuh bikin tsm,negatif,0.9781122803688049
Fri Nov 17 11:31:41 +0000 2023,dennyindrayana,indonesia maju jokowi wajib mundur hormat kpk firli bahuri ketua kpk hasil pansel jokowi calon sangka peras syl wajib mundur wibawa paman usman adik ipar jokowi wajib mundur legitimasi moral pilpres gibran bin jokowi wajib,netral,0.5139757394790649
Sat Jan 13 05:10:01 +0000 2024,worksfess,work alam anggota kpps masuk cv sender alam anggota kpps pas pilpres pilkada otw pilpres,netral,0.9817683696746826
Wed May 29 02:03:38 +0000 2024,kenhans03,menteri bumn et anggap gagal sehat milik negara et sibuk bangun citra pilpres anggota hormat banser acara inagurasi ansor kemarin beliau,negatif,0.9855190515518188
Sun May 26 12:43:00 +0000 2024,detikcom,ketua dpp pdip puan maharani titik air mata terima kasih rakyat indonesia dukung ganjarmahfud pilpres,netral,0.9857538938522339
Wed May 29 05:38:01 +0000 2024,CNNIndonesia,kpu pakai sirekap pilkada pilpres,netral,0.9888652563095093
Sat Feb 17 11:18:26 +0000 2024,abu_waras,prediksi a pilpres kali sejarah hasil qc hasil rc panik engga panik engga skenario ngajak damai putus hasil syah,positif,0.8477916121482849
Fri May 31 09:43:28 +0000 2024,geloraco,kaca polemik putus pilpres pdip putus parah rusak tatanan hukum,negatif,0.9841616153717041
Sat Feb 24 03:01:48 +0000 2024,akbarfaizal68,milu deklarasi buka bangsa korup pilpres amp pileg telanjang jenis rusak konstitusional rakyat hak tuntut amplop amp sembako putus rantai tanggungjawab,negatif,0.9921070337295532
Wed Nov 29 13:04:59 +0000 2023,idextratime,resmi jadwal debat caprescawapres pilpres selasa desember jumat desember minggu januari minggu januari minggu februari rencana debat laku jakarta,netral,0.9971818923950195
Sat May 25 13:35:13 +0000 2024,OposisiCerdas,fahri parah gubernur agenda maju pilpres sindir anies,negatif,0.768971860408783
Sat Feb 10 12:12:03 +0000 2024,tempodotco,romo magnis heran jokowi reaksi cacat etik calon gibran pilpres,netral,0.9759969711303711
Wed May 29 05:34:09 +0000 2024,AirinDatangLagi,citra maju pilpres,negatif,0.985949695110321
Fri Jan 26 01:12:02 +0000 2024,cakimiNOW,anies amp cak imin menang pilpres coblos amp amin,netral,0.7854865789413452
Mon Oct 23 06:58:30 +0000 2023,dennyindrayana,putus nomor buka peluang gibran rakabuming raka kontestan pilpres nyata sah mundur hakim anwar usman milik bentur perkara konsekwensinya,netral,0.5589331984519958
Wed Mar 20 08:39:40 +0000 2024,idextratime,breaking kpu menang pilpres buka puasa,netral,0.9980104565620422
Sun May 26 06:33:07 +0000 2024,ubegebe1,arfi bambani team lingkar aniesmuhaimin pilpres,netral,0.997847318649292
Thu May 23 16:35:14 +0000 2024,OposisiCerdas,deddy corbuzier bantu menang prabowo pilpres langgar netralitas tni,netral,0.9873793125152588
Sat Jun 01 12:48:00 +0000 2024,Mift1204,anis kalah pilkada dki harap menang tiru salah hormat pilpres ajar harga tiru ulang,negatif,0.9763792157173157
Sun May 26 07:27:11 +0000 2024,kumparan,puan maaf kader pdip junjung etika politik pilpres,netral,0.9356638193130493
Fri Dec 01 10:47:47 +0000 2023,GeiszChalifah,ngegibran kosa valid lu artik arti ngegibran berita anakanak muda gibran banget lu kpu ubah format debat pilpres debat khusus cawapres,negatif,0.9397303462028503
Fri May 31 06:00:57 +0000 2024,CNNIndonesia,dejavu pola pilpres putus syarat maju pilkada,netral,0.9969346523284912
Mon Jan 22 06:58:45 +0000 2024,Dennysiregar7,udahlah mohon dicatet pilpres putar ganjar vs prabowo nasdem pkb pks gamang gelora ganjar menang muak orang rezim puncak januari jam,negatif,0.9767664670944214
Tue May 28 09:07:08 +0000 2024,kompascom,ketua pkb muhaimin iskandar senang mantan pasang berkontestasi pilpres anies baswedan maju pilkada dki,netral,0.8563928604125977
Sun May 26 07:52:24 +0000 2024,DakotaGeorgy,rebut jatah menteri kali yaw gosa sok kejut salah menang pilpres cakar cakar where have you been sejati komentar kalo komentar komentator politik,negatif,0.9957253932952881
Thu May 30 01:01:44 +0000 2024,2024Baru,pilpres robah undang batas usiaapalagi cuman gubernurdaripada ngabisin anggar mending lansung lantik inikalau provinsi isi anak jokowi prabowodah capek lihat indonesia,negatif,0.9959339499473572
Wed Jan 10 04:14:34 +0000 2024,VIVAcoid,cak imin tawar uang triliun maju pilpres,netral,0.9805074334144592
Thu Oct 26 01:08:46 +0000 2023,cakimiNOW,muhaimin janji langsung berantas total judi online menang pilpres,netral,0.9920702576637268
Mon Mar 11 11:59:09 +0000 2024,Dennysiregar7,wihhhhh rameee,positif,0.9940515160560608
Sat May 25 05:05:05 +0000 2024,kompascom,selesai ganggu proses konsolidasi pilkada adi,netral,0.7859101295471191
Fri May 24 09:19:12 +0000 2024,kumparan,megawati rusak pilpres kader jokowi,negatif,0.9421098232269287
Sun Oct 22 15:44:07 +0000 2023,na_dirs,kali pilpres bela jokowi konsisten tolak prabowo ujung jokowi dukung prabowo nitip anak jokowi dukung prabowo biar heboh kayak gin nalar sehat jungkirbalik,negatif,0.9914323091506958
Sun May 26 13:10:46 +0000 2024,senayanid,lihat cermin pilpres kemarin orang ingkar anies potensial dpd pdip dki jakarta jakarta utara kutip jumat,netral,0.7009384036064148
Sun Jun 02 10:30:00 +0000 2024,democrazymedia,pilpres jilid pilkada jakarta anies baswedan vs ridwan kamil,netral,0.9975818395614624
Wed May 29 03:20:00 +0000 2024,detikcom,nama anies santer suara maju pilgub jakarta kalah kontestasi pilpres kuat anies tanding jakarta,netral,0.9748976230621338
Fri May 24 13:25:35 +0000 2024,kompascom,ketua pdip megawati tni andika perkasa lihat upaya tnipolri bawa politik praktis pilpres,netral,0.9953194260597229
Thu Dec 14 05:32:15 +0000 2023,VIVAcoid,habib rizieq dukung seru ijtima ulama menang aniesmuhaimin pilpres,netral,0.9972044825553894
Wed Jul 24 08:32:22 +0000 2019,RajaJuliAntoni,maaf psi beda nasdem calon orang menang kuasa politisasi agama big no,negatif,0.991795003414154
Tue Jul 19 11:50:00 +0000 2022,democrazymedia,duet aniesahy prediksi menang pilpres tuju,netral,0.9957711100578308
Wed Aug 04 10:12:28 +0000 2021,Mdy_Asmara1701,aniesahy potensi menang pilpres tuju rtl,netral,0.9948911666870117
Sun Aug 21 06:10:00 +0000 2022,democrazymedia,dana judi online ferdy sambo duga kawal pilpres capai rp triliun,netral,0.9975136518478394
Wed Aug 04 22:43:28 +0000 2021,PutraWadapi,salip anies baswedan publik lihat kharisma prabowo tokoh utama pilpres,negatif,0.608657956123352
Mon Jan 24 23:03:15 +0000 2022,na_dirs,politisasi ayat tuju pilpres milik tiket masuk surga harap kerumun berjilidjilid nista alquran sungguh ya kayak,negatif,0.9957785606384277
Mon Jun 06 08:39:02 +0000 2022,Dennysiregar7,siapsiap politik ayat mayat pilpres,negatif,0.992111325263977
Sun Jun 20 01:25:26 +0000 2021,killthedj,urus beres gagas pilpres assssu kabeh,negatif,0.9912875294685364
Mon Mar 22 11:59:44 +0000 2021,tifsembiring,anies percaya omong deh,negatif,0.9958022236824036
Fri Apr 19 13:00:08 +0000 2019,AT_AbdillahToha,pilpres junjung maju sekian kali lawan bikin kpu bawaslu ketua kpu ketua bawaslu menang,positif,0.7915350794792175
Fri Oct 08 07:39:45 +0000 2021,Dennysiregar7,pilpres ganjar vs anies seru nih prabowo vs jokowi,positif,0.6591903567314148
Fri May 28 03:14:20 +0000 2021,Dennysiregar7,gua bayang calon pilpres pasang sodor prabowopuan vs aniesahy mending gua golput alih profesi youtuber kayak atta halilintar bikin konten receh,negatif,0.9970570802688599
Wed May 04 20:22:38 +0000 2022,alisyarief,insya allah tanggal mei sidang gugat dkk pilpres bisik tokoh senior nasional gugutan kabul mk tolak rakyat hakim,negatif,0.97698974609375
Sat Sep 17 09:21:11 +0000 2022,CNNIndonesia,sby pilpres atur pasang,netral,0.9751179218292236
Sat Sep 12 02:33:41 +0000 2020,JimlyAs,ajar menteri amp pjbt pusat statemen beda gubernur utama dki olah prsepsi trjadinya jegal pilpres pempus broposisi pemda aneh lucuamp bahaya pres lurusknamp pemda posisi subsistem,negatif,0.9709092378616333
Sat Aug 20 01:33:12 +0000 2022,marlina_idha,nasdem demokrat pks deklarasi koalisi pilpres dukung bismillah anies ri,netral,0.9967783093452454
Sun Jul 05 07:38:36 +0000 2020,Dennysiregar7,pilpres narasi gua medsos anggap pengaruh gua bungkam aktif partai semangat banget dorong santri lenggang menang calon its just politic nothing personal,negatif,0.6451073288917542
Tue Aug 23 10:39:02 +0000 2022,bos_sir,yenny wahid ajak gusdurian dukung gubernur dki jakarta anies baswedan pilpres nyata sinyal kuat simpul kuat kelompok nahdliyyin,netral,0.9562463760375977
Sat Oct 08 03:07:54 +0000 2022,Dennysiregar7,gerak propaganda ijazah palsu jokowi buah bunuh karakter presiden karakter jokowi hancur kompas utama gerak massa pilpres jokowi kesana gerak,negatif,0.9926551580429077
Wed Oct 20 15:14:13 +0000 2021,Dennysiregar7,teman pengin pilih prabowo nyalon pilpres ketawa pengin fadli zon mendagri diam lihat pikir ulang,negatif,0.9947240948677063
Sat May 25 23:24:29 +0000 2024,OposisiCerdas,pidato megawati refleksi jengkel hasil pilpres,netral,0.9970679879188538
Tue May 28 12:17:47 +0000 2024,dimahran,kalo pas mati khusus orang indo additional question pilih pilpres kalo prabowo langsung masuk neraka sodomi iblis wujud bahlil luhut,negatif,0.9837295413017273
Sun May 26 07:37:27 +0000 2024,Fatimah81819162,s ratus harga nasbhkn internasional nafsu anies keok keroyok kualitas percaya sejati menang pilpres nyata curang,negatif,0.9816663861274719
Mon Aug 14 09:29:14 +0000 2023,Dennysiregar7,bikin pilpres dukung jokowi lihat partai partai dukung dukung sosok pimpin sosok ganjar pranowo komitmen konsistensi juang biar orang,positif,0.9256309270858765
Mon May 27 03:49:32 +0000 2024,tempodotco,alas koalisi pilpres beda pilkada,netral,0.9964333772659302
Wed May 22 03:42:01 +0000 2024,DoankWarto,layak orang gubernur jateng kader dukung suka jelek contoh pilpres orang kerja jatuh ganjar pranowo nyagub pilih,negatif,0.9970396161079407
Sat May 25 02:08:20 +0000 2024,rifales87,amp ekstrim yad milu pilpres struktur sistematis amp masive lembut amp jujur,negatif,0.9781181216239929
Sat May 25 10:06:56 +0000 2024,OposisiCerdas,pdip kalbar warning prabowo caracara pilpres pilkada,netral,0.7599771618843079
Mon May 27 04:28:22 +0000 2024,excalibur_ex777,opini sungguh cetek anak kandung anak tiri pilpres milu pilih pilpres presiden rakyat indonesia pilih kemarin presiden,negatif,0.9934163093566895
Tue May 28 13:53:16 +0000 2024,cagubnyinyir2,daftar bujeeer pilpres amrik okt via elon musky syarat lulus ai,netral,0.9975271821022034
Mon May 27 14:20:00 +0000 2024,mediaindonesia,wacana hak angket bongkar duga curang milu uap pascaputusan mahkamah konstitusi mk kait sengketa hasil pilpres,netral,0.9742273688316345
Wed May 22 23:18:04 +0000 2024,VIVAcoid,rival pilpres usung anies pilgub jakarta,netral,0.9754602313041687
Mon May 27 14:12:38 +0000 2024,OposisiCerdas,prabowo rangkul parpol kalah pilpres,negatif,0.7579104900360107
Sat May 25 06:21:12 +0000 2024,kompascom,prabowogibran butuh dukung perintah partaipartai lawan pilpres,netral,0.8714640736579895
Mon May 27 13:10:37 +0000 2024,isari68,innalillahi wa inna ilayhi duka cita pulang sahabat mas pilpres pisah partai saksi mas bambang orang pilkada tangsel mas li claudia,positif,0.7800654172897339
Tue May 28 01:17:43 +0000 2024,CNNIndonesia,next tau gaes kalo nama program unggul prabowo ganti nih nama makan gizi gratis prabowo makan gizi kasih pas siang,positif,0.3866420388221741
Sun Jun 02 03:37:35 +0000 2024,saidi_sudarsono,pbnu izin kelola tambang hubung imbal bantu proses pilpres,netral,0.6192354559898376
Thu May 30 14:14:14 +0000 2024,liputan6dotcom,parpol prediksi tahan koalisi pilpres pilgub dki jakarta bentuk poros,netral,0.9971776008605957
Sat May 25 09:14:05 +0000 2024,KompasTV,full pdip beber pilkada adi konflik pilpres bawa daerah,netral,0.9752730131149292
Tue May 28 10:32:16 +0000 2024,kompascom,ketua pkb muhaimin iskandar senang mantan pasang berkontestasi pilpres anies baswedan maju pilkada dki,netral,0.8563928604125977
Sat May 25 12:02:31 +0000 2024,Cyko_as_Coky,chotimah pilpres sarat langgar lihat bagibagi sembako uang diam kuasa jokowi prabowo gibran menang sederhana,negatif,0.9691675305366516
Wed May 22 23:49:41 +0000 2024,OposisiCerdas,anies ungkit luka rusuh hasil pilpres gerak,negatif,0.9548066854476929
Tue May 28 09:03:43 +0000 2024,eradotid,sindir megawati pdip pilpres milu buruk sejarah demokrasi indonesia milu orde lepas pdip berani nyata partai oposisi,negatif,0.8372412323951721
Sat May 25 12:54:41 +0000 2024,xquitavee,juang serang capres nya keok rendah pilpres pelihara dendam kongres partai garagara jokowi dukung capres lihat hasil nya pilkada serentak,negatif,0.9716007113456726
Sat May 25 06:36:04 +0000 2024,hariankompas,pdip harap prabowogibran kawal pilkada demokratis curang penyalahgunaan kuasa,netral,0.9842466115951538
Thu May 30 11:26:38 +0000 2024,aindraku,ubah uu via sang kakak pilpres ubah pkpu via adik pilgub atur ubah syarat usia kaesang maju pilkada serentak,netral,0.9280368089675903
