created_at,username,full_text,indoBert Classification,indoBERT Classification score
Thu Feb 15 05:26:06 +0000 2024,ipoldotid,kejadian menegangkan terjadi di kabupaten dogiyai papua tengah ketika sekelompok warga menyerang aparat yang bertugas mengamankan tempat pemungutan suara tps pada rabu,netral,0.9743205904960632
Thu Feb 15 05:25:41 +0000 2024,LpknKasongan,penuhi hak warga binaan lapas narkotika kasongan kanwil kemenkumham kalteng lakukan pemilu tahun sebagai tempat pemungutan suara khusus selengkapnya check link di bio atau klik link di kontributor humas lapas narkotika kasongan,netral,0.9969637989997864
Thu Feb 15 05:19:54 +0000 2024,HumasRutansby,kunjungan ini bertujuan untuk meninjau langsung jalannya pemilu yang telah terlaksana di rutan kelas i surabaya hendrajati menjelaskan bahwa pihaknya telah menyediakan tempat pemungutan suara tps bagi warga binaan,netral,0.9798637628555298
Thu Feb 15 05:11:27 +0000 2024,Pendim1613,babinsa dan bhabinkamtibmas melaksanakan pemantauan dan pengamanan pemilihan umum pemilu di tempat pemungutan suara tps wilayah kabupaten sumba barat pada rabu,netral,0.9968886971473694
Thu Feb 15 04:56:11 +0000 2024,pontianak_timur,langkah pengabdian hingga ke pelosok negeri untuk demokrasi personel polri melalui jajaran polres teluk bintuni papua barat melaksanakan pengawalan dan pengamanan proses distribusi logistik pemilu ke tempat pemungutan suara tps,netral,0.9938598871231079
Thu Feb 15 04:53:48 +0000 2024,Karebanewsid,ketua kpu hasyim asyari mengatakan pemilu telah berjalan aman damai dan kondusif antusiasme masyarakat juga tinggi dalam menggunakan hak pilihnya di tempat pemungutan suara tps pada rabu februari,netral,0.8797481656074524
Thu Feb 15 04:45:17 +0000 2024,inilahdotcom,kapolda papua irjen mathius ada fakhiri mengungkapkan ada tempat pemungutan suara atau tps di papua yang belum menggelar pemungutan suara kondisi,netral,0.9929043650627136
Thu Feb 15 04:43:00 +0000 2024,diskominfolebak,monitoring pelaksanaan pemilu kabupaten lebak tahun lebak untuk memastikan kelancaran dan kondusifitas pelaksanaan pemilu tahun pj bupati lebak iwan kurniawan bersama jajaran forkopimda lebak melakukan monitoring ke beberapa tempat pemungutan suara tps di lebak,netral,0.9953395128250122
Thu Feb 15 04:43:00 +0000 2024,detikcom,seorang wanita berinisial fd di halmahera barat maluku utara kepergok mencoblos surat suara di dua tempat pemungutan suara tps kok bisa via,netral,0.9951810240745544
Thu Feb 15 04:42:15 +0000 2024,lebakkab,monitoring pelaksanaan pemilu kabupaten lebak tahun lebak untuk memastikan kelancaran dan kondusifitas pelaksanaan pemilu tahun pj bupati lebak iwan kurniawan bersama jajaran forkopimda lebak melakukan monitoring ke beberapa tempat pemungutan suara tps,netral,0.9956388473510742
Thu Feb 15 04:38:20 +0000 2024,HumasPolresMaj1,majalengka kapolsek jatiwangi kompol endang kusnandar sh mh bersama anggota polsek jatiwangi melakukan pemantauan langsung terhadap jalannya pemungutan dan rekapitulasi perolehan suara di tempat pemungutan suara tps yang berada di wilayah hukum polsek jatiwangi,netral,0.9944942593574524
Thu Feb 15 04:36:33 +0000 2024,TribratanewsKu1,personel polresta kupang kota bantu proses pendistribusian kembali kota suara dari tempat pemungutan suara ke tingkat kelurahan di kota kupang,netral,0.9978844523429871
Thu Feb 15 04:36:12 +0000 2024,HumasPolresMaj1,majalengka petugas pengamanan tempat pemungutan suara tps dari polres majalengka polda jabar bersama dengan babinsa dan satuan polisi pamong praja sat pol pp melaksanakan monitoring kegiatan di tps yang berada di wilayah desa cikalong,netral,0.9954394698143005
Thu Feb 15 04:35:42 +0000 2024,HumasPolresMaj1,majalengka petugas polwan pam tps polres majalengka polda jabar briptu syifa bersama dengan babinsa sert idi aktif melaksanakan pemantauan dan pengamanan pemilihan umum pemilu di tempat pemungutan suara tps wilayah kelurahan babakan jawa,netral,0.9954332709312439
Thu Feb 15 04:35:15 +0000 2024,HumasPolresMaj1,majalengka petugas pam tps dari polsek cingambul polres majalengka polda jabar masih terus melakukan pengamanan di area tempat pemungutan suara tps dalam proses penghitungan surat suara dalam rangka pemilihan umum pemilu di wilayah kecamatan cingambul,netral,0.9953212141990662
Thu Feb 15 04:34:51 +0000 2024,HumasPolresMaj1,bripka ujang achmad muzani bhabinkamtibmas polsek majalengka kota polres majalengka bersama dengan babinsa ketua panitia pemungutan suara kepala kelurahan dan perangkat kelurahan lainnya aktif terlibat dalam pengamanan tempat pemungutan suara pada pemilihan umum,netral,0.9948137998580933
Thu Feb 15 04:34:31 +0000 2024,KemensetnegRI,wakil presiden wapres kh sama ruf amin beserta ibu hj wury sama ruf amin rabu menggunakan hak suaranya pada pemilihan umum pemilu di tempat pemungutan suara tps taman arcadia mediterania rw rt kelurahan tapos kecamatan tapos kota,netral,0.99737548828125
Thu Feb 15 04:33:48 +0000 2024,HumasPolresMaj1,petugas pengamanan tempat pemungutan suara dari polsek majalengka kota aipda nani dan bripka adek sulaeman bersama dengan babinsa ketua panitia pemungutan suara kepala desa dan perangkat desa lainnya melakukan pengamanan pada proses penghitungan surat suara pemilihan umum,netral,0.9948983788490295
Thu Feb 15 04:31:48 +0000 2024,updatebalii,setelah berlangsungnya proses pemilihan umum pemilu serentak tahun tahap penghitungan suara langsung dilakukan di setiap tempat pemungutan suara tps,netral,0.9963327646255493
Thu Feb 15 04:30:35 +0000 2024,JalanViral,tempat pemungutan suara unik di tulungagung jawa timur menjadi sorotan karena bernuansa adat jawa dan dekorasinya mirip acara resepsi pernikahan baca berita viral selengkapnya di website kami,positif,0.5761094689369202
Thu Feb 15 04:30:31 +0000 2024,KemensetnegRI,presiden joko widodo didampingi ibu iriana joko widodo menggunakan hak pilihnya di tempat pemungutan suara tps kecamatan gambir jakarta pusat rabu,netral,0.9977878332138062
Thu Feb 15 04:18:09 +0000 2024,tajriyannn,saya kutip dari laman pemilu tempo tertera bahwasannya cara kerja quick count adalah quick count dilakukan dengan cara mengambil sampel suara dari sejumlah tempat pemungutan suara tps yang tersebar di berbagai wilayah sampel ini kemudian dihitung,netral,0.9671741724014282
Thu Feb 15 04:14:52 +0000 2024,polda__kaltara,kapolda kalimantan utara irjen pol daniel adityajaya sh sik bersama danrem maharajalila turun langsung meninjau pelaksanaan pengamanan tempat pemungutan suara tps pada masa tahap pemungutan suara pemilu di kota tarakan,netral,0.9969130754470825
Thu Feb 15 04:12:34 +0000 2024,updatebalii,proses pemungutan dan perhitungan suara di masingmasing tempat pemungutan suara tps di kelurahan sukasada telah selesai pada dini hari tadi,netral,0.9953027963638306
Thu Feb 15 04:08:55 +0000 2024,kpuprovsumsel,ri ayo datang ke tempat pemungutan suara pada hari rabu februari gunakan hak pilih anda,netral,0.9965296387672424
Thu Feb 15 04:02:16 +0000 2024,humaspolsulteng,para tahanan ini melakukan pencoblosan melalui mekanisme dari petugas kelompok penyelenggara pemungutan suara kpps dari tempat pemungutan suara tps,netral,0.997001588344574
Thu Feb 15 04:00:00 +0000 2024,detikcom,ada yang menarik di pemilu yang berlangsung pada februari sejumlah daerah di indonesia menyulap tempat pemungutan suara tps dengan berbagai konsep yang unik,positif,0.7041662335395813
Thu Feb 15 03:57:38 +0000 2024,jabarprovgoid,penjabat gubernur jawa barat bey machmudin meninjau proses pemungutan suara pemilu ke sejumlah tempat pemungutan suara tps di kota bandung rabu selengkapnya di,netral,0.9971737861633301
Thu Feb 15 03:56:35 +0000 2024,humaspolsulteng,sejumlah pejabat utama pju polda sulawesi tengah sulteng di bawah pimpinan irwasda kombes pol asep ahdiatna sik mah melaksanakan pemantauan tempat pemungutan suara tps di wilayah kota palu rabu,netral,0.9970243573188782
Thu Feb 15 03:56:29 +0000 2024,banten_pemprov,penjabat pj gubernur banten al muktabar menyaksikan proses penghitungan suara presiden dan wakil presiden di tempat pemungutan suara tps kelurahan cibeber kota cilegon rabu informasi lengkapnya cek disini,netral,0.9974598288536072
Thu Feb 15 03:55:39 +0000 2024,humaspolsulteng,kapolda sulteng bersama tim menkopolhukam ri serta tim sops polri mendampingi gubernur provinsi sulteng melakukan pemantauan tempat pemungutan suara tps,netral,0.9977057576179504
Thu Feb 15 03:50:14 +0000 2024,polisilinggau_,rabu februari kapolres lubuk linggau akbp indra arya yudha dan pj walikota lubuk linggau h trisko defriansyah turun ke lapangan untuk memantau langsung proses pencoblosan di tempat pemungutan suara tps kali ini pengecekan tps di kel petanang ulu,netral,0.995893120765686
Thu Feb 15 03:46:07 +0000 2024,Antara_Kalsel,kepolisian resor tabalong kalsel menangkap pelaku pemukulan di tps desa kasiau kecamatan murung pudak berinisial ir yang dipicu emosi saat ditegur salah satu petugas di tempat pemungutan suara karena menerobos antrean selengkapnya baca disini,netral,0.9755300283432007
Thu Feb 15 03:40:45 +0000 2024,ivooxid,komisi pemilihan umum kpu kota semarang menyediakan tempat pemungutan suara di rumah sakit untuk membantu dokter pasien dan penunggu pasien memberikan hak pilih mereka,netral,0.9954061508178711
Thu Feb 15 03:38:21 +0000 2024,BatubaraHumas,apel siaga dilaksanakan melibatkan ketua dan anggota dan serta staf panwaslu kecamatan dihadiri jajaran pkd dan pengawas tempat pemungutan suara tps sekecamatan talawi tanjung tiram sei balai dan nibung hangus,netral,0.9933377504348755
Thu Feb 15 03:38:17 +0000 2024,kodim_jeneponto,komandan kodim jeneponto letkol inf muhammad amin sip bersama unsur forkopimda turut aktif memantau jalannya proses pemungutan suara di berbagai tempat pemungutan suara tps di wilayah teritorial kodim jeneponto kabupaten jeneponto rabu,netral,0.9934539794921875
Thu Feb 15 03:36:43 +0000 2024,kpuprovsumsel,kamu perlu tau inilah denah tempat pemungutan suara tps denah penghitungan suara di tps dan denah tempat pemungutan suara luar negeri tpsln simak informasi ini selengkapnya ya,netral,0.9864528775215149
Thu Feb 15 03:30:09 +0000 2024,VIVAcoid,ketua kpu ri hasyim asyari menyebut ada sekitar tempat pemungutan suara tps di lima kabupatenkota pada empat provinsi yang berpotensi pemungutan suara susulan,netral,0.9962013363838196
Thu Feb 15 03:18:35 +0000 2024,nusabalicom,bupati jembrana i nengah tamba menggunakan hak pilihnya pada pemilu di tempat pemungutan suara tps kaliakah balai banjar peh desa kaliakah kecamatan negara jembrana rabu pagi,netral,0.997174859046936
Thu Feb 15 03:14:51 +0000 2024,SatelitNewsID,dua tps di kabupaten serang lakukan pemungutan suara lanjutan ini alasannya serang pencoblosan di tempat pemungutan suara tps dan di desa junti kecamatan jawilan kabupaten serang dilanjutkan pada hari ini kamis,netral,0.99642413854599
Thu Feb 15 03:14:07 +0000 2024,nusabalicom,sebanyak dua tempat pemungutan suara tps di desa pedawa kecamatan banjar buleleng diputuskan akan melangsungkan pemungutan suara ulang psu,netral,0.9974929094314575
Thu Feb 15 03:13:34 +0000 2024,beritajatimcom,propinsi dan ratusan tps akan gelar pemungutan suara susulan ini alasannya propinsi dan ratusan tempat pemungutan suara tps direncanakan bakal gelar pemungutan suara via,netral,0.997633695602417
Thu Feb 15 03:13:07 +0000 2024,Korem072Pmk,demi memastikan kelancaran dan kondusifitas pelaksanaan pemilu forum koordinasi pimpinan daerah forkopimda wonosobo melakukan pemantauan ke sejumlah tempat pemungutan suara tps,netral,0.9965581297874451
Thu Feb 15 03:10:16 +0000 2024,KEJARISAMARINDA,pada hari rabu februari tim sentra penegak hukum terpadu gakkumdu kota samarinda melaksanakan briefing persiapan untuk pemantauan di beberapa tempat pemungutan suara tps pada pemilihan umum serentak tahun di kota samarinda,netral,0.9952154159545898
Thu Feb 15 03:08:37 +0000 2024,KEJARISAMARINDA,pada hari rabu februari tim sentra penegak hukum terpadu gakkumdu kota samarinda melaksanakan pemantauan di beberapa tempat pemungutan suara tps pada pemilihan umum serentak tahun di kota samarinda,netral,0.9963014125823975
Thu Feb 15 03:05:01 +0000 2024,KEJARISAMARINDA,pada hari rabu februari kepala kejaksaan negeri samarinda firmansyah subhan sh mh melaksanakan peninjauan tempat pemungutan suara tps dan monitor pemilihan umum tahun ke beberapa tps yang terdapat di kota samarinda,netral,0.9965569972991943
Thu Feb 15 03:04:26 +0000 2024,KodimSelayar,untuk memastikan situasi pemilu aman dan kondusif dandim selayar bersama kapolres dan ketua kpu melakukan peninjauan penghitungan suara di beberapa tempat pemungutan suara tps rabu,netral,0.9962654709815979
Thu Feb 15 02:54:25 +0000 2024,medsosidcom,saat perhitungan suara pemilu masyarakat yang berkumpul di tempat pemungutan suara tps kelurahan pandansari kota semarang jawa tengah pada rabu dibuat kaget dengan ditemukannya surat suara yang telah ditempel simbol palu arit,netral,0.985366702079773
Thu Feb 15 02:53:58 +0000 2024,BendaPolsek,pasca pencoblosan pemilu dan surat suara telah dihitung di tempat pemungutan suara tps kapolsek benda kompol hadi wiyono sip melaksanakan pengecekan logistik pemilu di pps sekecamatan benda untuk memastikan logistik pemilu tersimpan aman,netral,0.9959463477134705
Thu Feb 15 02:46:13 +0000 2024,kpuprovsumsel,ri kamu harus tau inilah informasi penggunaan hak pilih di tempat pemungutan suara untuk pemilu serentak tahun simak informasi selengkapnya ya,netral,0.9940005540847778
Thu Feb 15 02:37:54 +0000 2024,voaindonesia,ini dia suasana hitung suara di tps new york los angeles dan washington as paslon nomor urut ganjar pranowomahfud md unggul sementara di setidaknya di tiga tempat pemungutan suara tps as new york los angeles dan washington dc,netral,0.985706090927124
Thu Feb 15 02:30:00 +0000 2024,hariankompas,di tengah pesta demokrasi yang berlangsung serentak di seantero negeri rabu sejumlah perkampungan di di yogyakarta menunjukkan kreativitas dalam menyiapkan tempat pemungutan suara atau tps gratis untuk dibaca,netral,0.9190015196800232
Thu Feb 15 02:25:04 +0000 2024,Restaambon,personil satgas omb salawaku polresta ambon melakukan patroli dan peninjauan pengamanan tempat pemungutan suara tps di kota ambon provinsi maluku,netral,0.996894359588623
Thu Feb 15 02:11:28 +0000 2024,KodimSikka,dandim sikka letkol czi setiawan nur prakoso utomo bersama pejabat forkopimda kabupaten sikka melaksanakan patroli dan cek langsung pelaksanaan pemilu serentak tahun di beberapa lokasi tempat pemungutan suara tps yang berada wilayah kabupaten sikka rabu,netral,0.9942050576210022
Thu Feb 15 02:03:39 +0000 2024,DivHumas_Polri,jajaran polri bersinergi dengan tni dan panitia penyelenggara pemilu mengamankan seluruh tempat pemungutan suara tps di seluruh indonesia kegiatan ini untuk menjamin keamanan masyarakat dalam menggunakan hak pilih suaranya sebagai wujud pelaksanaan demokrasi di indonesia,netral,0.9734184741973877
Thu Feb 15 01:58:56 +0000 2024,unisa_yogya,alhamdulillah kemarin pada rabu februari unisa yogyakarta telah membuka tempat pemungutan suara tps di hall gedung siti moendjijah lantai untuk pendaftar dapat dan dptb,netral,0.9950377345085144
Thu Feb 15 01:50:15 +0000 2024,haloindonesia88,bandung tempat pemungutan suara khusus di lembaga pembinaan khusus anak bandung lpka di jalan pacuan kuda no bandung mengangkat konsep unik yakni superhero,netral,0.7518978714942932
Thu Feb 15 01:25:44 +0000 2024,polresbontang,polres bontang februari dalam rangka memastikan kesiapan tempat pemungutan suara tps menjelang pelaksanaan pemilihan umum forkopimda forum koordinasi pimpinan daerah kota bontang melaksanakan safari forkopimda pada hari selasa tanggal februari,netral,0.9966152310371399
Thu Feb 15 01:18:44 +0000 2024,lp_indramayu,pelaksanaan pemilu di lokasi khusus loksus lapas kelas iib indramayu ini dibagi menjadi tempat pemungutan suara tps yaitu tps,netral,0.9943850040435791
Thu Feb 15 01:08:33 +0000 2024,0820Kodim,komandan kodim dandim probolinggo letkol arm heri budiasto bersama jajaran forum kordinasi pimpinan daerah forkompinda kabupaten probolinggo melakukan peninjauan tempat pemungutan suara tps,netral,0.9971351623535156
Thu Feb 15 01:06:59 +0000 2024,kotajaktim,hi walikota administrasi jakarta timur m anwar meninjau pelaksanaan pemilihan umum pemilu di tempat pemungutan suara tps komplek aneka elok rw kelurahan penggilingan kecamatan cakung jakarta timur rabu,netral,0.9977771639823914
Thu Feb 15 01:01:07 +0000 2024,JambiposI,penjabat bupati muarojambi bachyuni deliansyah sh mah meninjau tempat pemungutan suara,netral,0.9978474378585815
Thu Feb 15 01:00:29 +0000 2024,mediaindonesia,ketua kpu papua steve dumbon mengungkapkan ada tempat pemungutan suara tps di empat kabupaten di papua yang akan menggelar pemungutan suara susulan sebanyak tps itu tersebar di kabupaten mamberamo raya keerom waropen dan sarmi,netral,0.9946282505989075
Thu Feb 15 00:54:56 +0000 2024,polresmateng,desa sartanamaju februari personel polres mamuju tengah menunjukkan kesigapan luar biasa dalam menangani setiap kejadian di sekitar tempat pemungutan suara saat proses pencoblosan berlangsung pada hari ini kejadian menarik perhatian terjadi ada tps desa sartanamaju,netral,0.504259467124939
Thu Feb 15 00:54:23 +0000 2024,KejariPPU,pada hari rabu februari bertempat di kantor bawaslu kab penajam paser utara dan di sejumlah tempat pemungutan suara telah dilaksanakan monitoring pungut hitung suara dan monitoring pemetaan potensi pelanggaran tahapan pungut hitung suara,netral,0.9955535531044006
Thu Feb 15 00:52:09 +0000 2024,kotajaktim,hi walikota administrasi jakarta timur m anwar monitoring tempat pemungutan suara tps di lembaga pemasyarakatan kelas i cipinang kelurahan cipinang besar utara kecamatan jatinegara jakarta timur selasa,netral,0.9978932738304138
Thu Feb 15 00:50:56 +0000 2024,polresmateng,dalam rangka mengetahui karakteristik kerawanan tempat pemungutan suara tps pemilu kabag sdm polres mamuju tengah akp yohannis melakukan kontrol dan cek lokasi tempat pemungutan suara tps yang berada di wilayah hukum polres mamuju tengah guna memastikan aman dan lancar,netral,0.9903494119644165
Thu Feb 15 00:48:43 +0000 2024,polresmateng,pada hari rabu tanggal februari sekitar pukul wita proses pemungutan suara telah berlangsung di empat tempat pemungutan suara tps di desa lumu kecamatan budongbudong kabupaten mamuju tengah,netral,0.9967604279518127
Thu Feb 15 00:47:49 +0000 2024,polresmateng,kapolda sulawesi barat irjen pol drs r adang ginanjar s mm bersama forum koordinasi pimpinan daerah forkopimda memantau pelaksanaan pemilihan umum pemilu di tempat pemungutan suara tps yang berada di wilayah hukum polda sulbar rabu februari,netral,0.9967431426048279
Thu Feb 15 00:47:01 +0000 2024,polresmateng,mamuju tengah februari dalam kondisi cuaca hujan di mana personil polres mamuju tengah menjaga proses pemungutan suara di tempat pemungutan suara pada tps desa sejati kecamatan tobadak kabupaten mamuju tengah dengan kondisi cuaca hujan situasi aman dan lancar,positif,0.5800271034240723
Thu Feb 15 00:45:42 +0000 2024,polresmateng,dalam pengamanan kerawanan tempat pemungutan suara tps pemilu personil polres mamuju tengah melakukan kontrol dan cek tiap lokasi tempat pemungutan suara tps yang berada di wilayah hukum polres mamuju tengah guna memastikan aman dan lancar proses pesta demokrasi di tps,netral,0.9860407710075378
Thu Feb 15 00:32:47 +0000 2024,PolresDonggala,kapolres donggala mendampingi pamatwil polda sulteng dalam rangka kunjungan rombongan forkompinda melaksanakan pemantauan tempat pemungutan suara tps pemilihan umum tahun polri polri,netral,0.9972183704376221
Thu Feb 15 00:18:13 +0000 2024,PolresDonggala,kapolres donggala terima kunjungan bapak kapolda sulteng beserta rombongan dalam rangka pengecekan tempat pemungutan suara tps polri polri pol,netral,0.9980692267417908
Thu Feb 15 00:11:50 +0000 2024,BabelBid,cek tps di pangkalpinang kapolda saya pastikan personel pengamanan tergelar diseluruh tps kapolda bangka belitung irjen pol tornagogo sihombing bersama pj gubernur dan forkopimda babel melakukan pengecekan ke sejumlah tempat pemungutan suara tps rabu pagi,netral,0.9967081546783447
Thu Feb 15 00:06:06 +0000 2024,klik_uad,rabu februari universitas ahmad dahlan uad fasilitasi tempat pemungutan suara tps di hall gedung utama kampus iv untuk pemilih mahasiswa domisili jogja,netral,0.9972963929176331
Thu Feb 15 00:06:05 +0000 2024,UGMYogyakarta,ribuan mahasiswa pt di diy mencoblos di tps khusus ribuan mahasiswa menggunakan hak pilihnya di sembilan tempat pemungutan suara tps lokasi khusus yang tersebar di lima asrama mahasiswa sebagian besar pemilih merupakan mahasiswa,netral,0.9951989054679871
Wed Feb 14 23:47:24 +0000 2024,sekatabikintau,bupati tabalong anang syakhfiani bersama unsur forkompinda melakukan pemantauan ke sejumlah tempat pemungutan suara tps rabu,netral,0.9975905418395996
Wed Feb 14 23:47:04 +0000 2024,zxcynn_uib,bagi temanteman yang nanti pada saat pemungutan suara februari tidak berada di tempat sebagaimana yang telah di tetapkan dalam dapat temanteman tetap dapat menggunakan hak pilih di tempat temanteman berdomisili pada saat hari pemungutan suara,netral,0.9837210178375244
Wed Feb 14 23:35:17 +0000 2024,kabarpapuaco,kepada awak media sumule mengaku telah berkeliling memantau tempat pemungutan suara tps untuk mengecek logistik pemilu langkah ini menyusul adanya keterlambatan logistik ke tps,netral,0.9954140186309814
Wed Feb 14 23:19:41 +0000 2024,antmegapolitan,di lapas nyomplong disediakan dua tempat pemungutan suara tps khusus yakni tps dan untuk warga binaan dan petugas lapas yang ingin menyalurkan hak pilihnya pada pemilihan umum pemilu,netral,0.9855797290802002
Wed Feb 14 23:15:44 +0000 2024,Nidyna10,kpu ri mengingatkan warga yang memiliki hak suara mendatangi tempat pemungutan suara tps pada rabu februari tujuannya untuk memilih presiden dan wakilnya anggota legislatif serta dpd ri jokowi jam direkap komeng partai buruh jam bu mega,netral,0.9950096607208252
Wed Feb 14 23:12:10 +0000 2024,arifluqman1927,berita acara sertifikat amp catatan hasil penghitungan perolehan suara di tempat pemungutan suara dalam pemilihan umum presiden amp wakil presiden tahun pada hari ini rabu tanggal bulan februari tahun kelompok penyelenggara pemungutan suara kpps,netral,0.9966668486595154
Wed Feb 14 23:07:21 +0000 2024,BMinaut16737,tni polri di aceh utara kawal ketat pergeseran logistik pemilu ke tempat pemungutan suara,netral,0.9971466660499573
Wed Feb 14 21:16:34 +0000 2024,sajying,pertamina hulu energi sediakan tempat pemungutan suara di wilayah operasi lepas pantai,netral,0.996982753276825
Wed Feb 14 19:06:12 +0000 2024,almachzumi,peninjauan lokasi tempat pemungutan suara,netral,0.9973902106285095
Wed Feb 14 19:06:10 +0000 2024,almachzumi,peninjauan lokasi tempat pemungutan suara,netral,0.9973902106285095
Wed Feb 14 19:06:09 +0000 2024,almachzumi,peninjauan lokasi tempat pemungutan suara,netral,0.9973902106285095
Wed Feb 14 19:06:07 +0000 2024,almachzumi,peninjauan lokasi tempat pemungutan suara,netral,0.9973902106285095
Wed Feb 14 19:06:06 +0000 2024,almachzumi,peninjauan lokasi tempat pemungutan suara,netral,0.9973902106285095
Wed Feb 14 19:06:01 +0000 2024,almachzumi,peninjauan lokasi tempat pemungutan suara,netral,0.9973902106285095
Wed Feb 14 18:33:28 +0000 2024,ANTARABengkulu,tiga tempat pemungutan suara tps di kota kediri jawa timur ambruk setelah diterjang hujan yang disertai dengan angin kencang sehingga proses penghitungan suara pemilu sempat terhenti,netral,0.9550267457962036
Wed Feb 14 18:32:35 +0000 2024,ANTARABengkulu,pasangan calon presiden dan wakil presiden nomor urut ganjar pranowomahfud md unggul berdasarkan perhitungan surat suara yang dicoblos di tempat pemungutan suara tps beijing,netral,0.9943292737007141
Wed Feb 14 18:31:30 +0000 2024,ANTARABengkulu,erupsi gunung semeru tidak mempengaruhi aktivitas warga untuk menyalurkan hak pilihnya atau mencoblos di sejumlah tempat pemungutan suara tps yang berada di daerah lereng gunung tertinggi di pulau jawa tersebut pada rabu,netral,0.9757088422775269
Wed Feb 14 18:31:17 +0000 2024,ANTARABengkulu,dua anggota kelompok penyelenggara pemungutan suara kpps di kabupaten situbondo jawa timur jatuh sakit karena kelelahan saat bertugas di tempat pemungutan suara tps pemilu februari,netral,0.9080482721328735
Wed Feb 14 17:57:50 +0000 2024,2aBogor,hi bawaslu ri lakukan pengawasan yang ketat terhadap proses pemungutan suara di tempat pemungutan suara tps khusus lapas bogor,netral,0.9972712397575378
Wed Feb 14 17:28:49 +0000 2024,kominfolangkat,tinjau tps kec stabat syah afandin ayo sukseskan pesta demokrasi stabat plt bupati langkat h syah afandin sh meninjau tempat pemungutan suara tps di kecamatan stabat rabu,netral,0.996473491191864
Wed Feb 14 17:15:51 +0000 2024,2342088Joscelin,bagi temanteman yang nanti pada saat pemungutan suara februari tidak berada di tempat sebagaimana yang telah di tetapkan dalam dapat temanteman tetap dapat menggunakan hak pilih di tempat temanteman berdomisili pada saat hari pemungutan suara tapi syaratnya temanteman harus mengurus pindah,netral,0.9317021369934082
Wed Feb 14 16:57:29 +0000 2024,qleei666,saksi dan tim kpps tolong berikan doksli hasil pemungutan suara di tempat kalian,netral,0.9955590963363647
Wed Feb 14 16:51:05 +0000 2024,IndahKhair35553,bagi temanteman yang nanti pada saat pemungutan suara februari tidak berada di tempat sebagaimana temanteman tetap dapat memilih dengan ganti lokasi,netral,0.9938889741897583
Wed Feb 14 16:45:28 +0000 2024,PemKabTangerang,jaga kebugaran puskesmas pasir jaya ajak petugas kpps dan ptps panwas senam bersama puskesmas pasir jaya mengajak para petugas kelompok penyelenggara pemungutan suara dan pengawas tempat pemungutan suara ptps di wilayah kecamatan cikupa senam bersama untuk menjaga,netral,0.9847455620765686
Wed Feb 14 16:26:49 +0000 2024,sumsel_maju,kadis kominfo prov sumsel rika efianti se mm bersama kabid pkp septriandi setia permana sstp mendampingi penjabat pj gubernur sumsel agus fatoni melakukan peninjauan ke beberapa tempat pemungutan suara tps di kota palembang rabu,netral,0.9966172575950623
Wed Feb 14 16:23:27 +0000 2024,BawasluLampung_,anggota bawaslu lampung suheri memberikan hak suaranya dalam pemungutan suara di tempat pemungutan suara tps kelurahan sribasuki kecamatan kotabumi kabupaten lampung utara rabu selengkapnya,netral,0.9970183372497559
Wed Feb 14 16:23:08 +0000 2024,lapas_cikarang,terbagi menjadi kelompok untuk tempat pemungutan suara tps yang masing masingnya terdiri dari personil panitia pemungutan suara pps dan personil pengamanan langsung pamsung,netral,0.9631142020225525
Wed Feb 14 16:17:27 +0000 2024,kompascom,ketua komisi pemilihan umum kpu hasyim asyari mengatakan terdapat tempat pemilihan suara tps yang berpotensi melaksanakan pemungutan suara susulan lt,netral,0.9917309880256653
Wed Feb 14 16:16:41 +0000 2024,idn_citizen,tempat pemungutan suara desa singkup kabupaten kuningan berbeda dari tps biasanya nyoblos sambil healing,netral,0.7887772917747498
Wed Feb 14 16:16:06 +0000 2024,hafizlatiff111,hari ini kami memilih untuk menyiapkan kerja di negra coffee hanya lebih kurang minit berjalan kaki dari rumah penginapan kami di area kraton ketika berjalan kami melewati tempat pemungutan suara tps sempatlah memerhati gelagat orangorang yang sedang menyoblos,positif,0.5032392740249634
Wed Feb 14 16:13:07 +0000 2024,infocimahico,serbaserbi pemilu di kota cimahi cukup meriah dan terlihat antusias yang tinggi suasana pencoblosan di kota cimahi yang diikuti pemuda hingga lansia pada rabu februari menjadi perhatian ada beberapa tempat pemungutan suara tps yang cukup unik,positif,0.9879910349845886
Wed Feb 14 16:12:05 +0000 2024,sumsel24,kendarai sepeda motor pj gubernur sumsel agus fatoni dan forkopimda sumsel tinjau empat tps di kota palembang pj gubernur sumsel agus fatoni meninjau langsung sejumlah tempat pemungutan suara tps di kota palembang dengan mengendarai sepeda motor,netral,0.9972735047340393
Wed Feb 14 16:10:30 +0000 2024,PemKabTangerang,tps di kecamatan panongan beri voucher belanja gratis untuk pemilih datang lebih awal pj bupati tinjau tempat pemungutan suara tps kecamatan panongan yang berada di kelurahan mekarbakti tps dan tps lagoon vile dan park view,netral,0.9962217807769775
Wed Feb 14 16:10:25 +0000 2024,Brimobda_Kalsel,patroli cipta kondisi personel satbrimob polda kalimantan selatan gabungan dengan satuan wilayah guna tetap menjaga kamtibmas saat berlangsungnya proses penghitungan suara dibeberapa tempat pemungutan suara atau tps,netral,0.9960466027259827
